BuildID,GPU_Tier,Motherboard_Chipset,GPU_Brand,Motherboard_Model,CPU_Brand,Motherboard_Brand,GPU_Model,CPU_Model,Component_Price_CPU,Component_Price_Motherboard,Component_Price_GPU,Assembly_Fee,Build_Notes,CPU_Tier,Motherboard_Tier,Total_Price
BUILD-09106,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 7700X,5831520,4992114,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",4,3,83027394
BUILD-03765,3,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,AMD Ryzen 7 9800X3D,10836000,4572965,19680000,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,3,35288965
BUILD-01491,3,B760,AMD,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,Intel Core i7-13700K,9367920,6913982,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,3,30881662
BUILD-18023,1,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i3-13100,3006000,6913982,10056000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,2,20175982
BUILD-06329,5,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i9-13900K,10416000,6913982,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,2,89533742
BUILD-18799,4,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i7-13700K,9367920,3152443,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,2,57220123
BUILD-04868,3,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i9-13900K,10416000,4858808,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,3,35154808
BUILD-02203,4,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i3-13100,3006000,13725482,44399760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,2,61431242
BUILD-12329,3,Z790,AMD,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,Intel Core i9-13900K,10416000,6306466,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,3,31322226
BUILD-12564,4,X870,AMD,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,6698216,21599760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,2,39433976
BUILD-08239,2,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i3-13100,3006000,3152443,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",2,3,18096603
BUILD-01544,4,X870,NVIDIA,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,Asus,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,AMD Ryzen 7 9800X3D,10836000,6698216,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,62233976
BUILD-01839,2,B650,NVIDIA,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,4466531,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,2,22236211
BUILD-10666,5,B850,NVIDIA,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 7700X,5831520,5268737,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",4,2,83304017
BUILD-12429,1,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i3-13100,3006000,4858808,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,3,11904568
BUILD-02759,2,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i9-13900K,10416000,6913982,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,2,29268142
BUILD-18733,5,B650,NVIDIA,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4466531,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,87506291
BUILD-04388,4,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 7700X,5831520,4572965,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,2,32304245
BUILD-02648,2,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4572965,11738160,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,3,27347125
BUILD-12744,5,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i5-13600K,7199760,4858808,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,84262328
BUILD-15498,1,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i9-13900K,10416000,13725482,10056000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,3,34397482
BUILD-11949,4,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,Intel Core i9-13900K,10416000,4858808,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,1,37174568
BUILD-08236,4,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 9 7950X,10799040,5268737,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,1,37967537
BUILD-06990,5,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i3-13100,3006000,4858808,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,1,80068568
BUILD-15381,5,B760,NVIDIA,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i9-13900K,10416000,6913982,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,2,89533742
BUILD-06130,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4992114,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,88031874
BUILD-01754,2,H610,AMD,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,Intel Core i7-13700K,9367920,4018139,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,2,20185819
BUILD-13614,3,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i9-13900K,10416000,6306466,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,3,36602466
BUILD-11368,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,1,19867874
BUILD-12547,4,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4572965,21599760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,2,37308725
BUILD-16337,1,Z790,AMD,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i9-13900K,10416000,13725482,3839760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,1,28181242
BUILD-02210,2,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 9800X3D,10836000,5268737,6599760,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game.,1,3,22904497
BUILD-15169,3,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 7 7700X,5831520,4572965,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,3,25004245
BUILD-09036,5,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i9-13900K,10416000,4858808,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,3,87478568
BUILD-06679,5,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 7700X,5831520,4572965,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",4,2,82608245
BUILD-14105,5,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4572965,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,2,87612725
BUILD-03190,2,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i7-13700K,9367920,4858808,11738160,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,3,26164888
BUILD-13305,2,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,Asrock,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 9800X3D,10836000,5268737,6599760,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,1,22904497
BUILD-17191,1,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i7-13700K,9367920,6306466,10056000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,2,25930386
BUILD-19302,2,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,Asus TUF GAMING OC GeForce RTX 3060 Ti 8GB GDDR6 Black,Intel Core i5-13600K,7199760,13725482,11738160,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,3,32863402
BUILD-09168,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4992114,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,1,88031874
BUILD-19877,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 9 7950X,10799040,4992114,71903760,300000,"Nhu cầu tối thượng: Chơi game 4K Max Setting, Render 3D/Video 8K chuyên nghiệp, Huấn luyện AI/Deep Learning, Stream đa nền tảng.",5,3,87994914
BUILD-17982,5,B650,NVIDIA,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 5 7600X,4091760,4572965,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,2,80868485
BUILD-10865,1,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,AMD Ryzen 7 9800X3D,10836000,4992114,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",1,3,19867874
BUILD-06572,1,B760,AMD,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC Radeon RX 6500 XT 4GB GDDR6 Black,Intel Core i3-13100,3006000,4858808,3839760,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,3,11904568
BUILD-02604,5,B650,NVIDIA,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 5 7600X,4091760,4466531,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,3,80762051
BUILD-07889,3,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i7-13700K,9367920,6306466,19680000,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,3,35554386
BUILD-02693,4,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Unknown,Asus TUF GAMING OC Radeon RX 7900 XTX 24GB GDDR6 Black,AMD Ryzen 9 7950X,10799040,4572965,21599760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,37271765
BUILD-03302,3,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,GALAX SUPER EX Gaming (1-Click OC) GeForce RTX 4070 12GB GDDR6X Pink,Intel Core i3-13100,3006000,3152443,19680000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",2,2,26038443
BUILD-01733,5,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i3-13100,3006000,4858808,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,2,80068568
BUILD-11259,1,B760,NVIDIA,ASUS B760M-AYW WIFI D4,Intel,Asus,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i9-13900K,10416000,4858808,10056000,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,1,25530808
BUILD-15213,2,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 7700X,5831520,4992114,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,3,17623394
BUILD-06674,3,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 9 7950X,10799040,4992114,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,2,30390914
BUILD-01753,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 5 7600X,4091760,4992114,71903760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",3,3,81287634
BUILD-08410,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4992114,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,3,88031874
BUILD-15609,2,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 9 7950X,10799040,4992114,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",5,3,22590914
BUILD-05263,4,Z690,NVIDIA,ASRock Z690M PG RIPTIDE/D5 DDR5 Micro ATX,Intel,Asrock,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i9-13900K,10416000,3152443,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,3,58268203
BUILD-02951,2,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,AMD Ryzen 7 9800X3D,10836000,4992114,6599760,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game eSports (LoL, CS2, Valorant) 144Hz, Game AAA ở Full HD, Thiết kế PTS/AI, Edit video cơ bản.",3,3,22627874
BUILD-17345,3,H610,AMD,Biostar H610 MX-E LGA1700 DDR4 Micro ATX,Intel,Unknown,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,Intel Core i3-13100,3006000,4018139,14399760,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Edit video 2K/4K.",2,3,21623899
BUILD-06584,2,B760,AMD,Gigabyte B760 DS3H AX DDR5 ATX,Intel,Gigabyte,Asus ROG STRIX OC Radeon RX 7600 8GB GDDR6 Black / Silver,Intel Core i7-13700K,9367920,6913982,6599760,200000,"Nhu cầu máy trạm chuyên biệt: Lập trình, Chạy máy ảo, Xử lý dữ liệu nặng (Data Science), Render bằng CPU, Chơi game eSports cơ bản.",4,2,23081662
BUILD-16175,5,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,Gigabyte GAMING OC GeForce RTX 4090 24 GB,Intel Core i3-13100,3006000,13725482,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,2,2,88935242
BUILD-01916,3,B650,AMD,Gigabyte B650M C AM5 DDR5 Micro ATX,AMD,Gigabyte,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 7 7700X,5831520,4466531,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,3,24897811
BUILD-03169,3,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Asus TUF GAMING OC Radeon RX 7800 XT 16GB GDDR6 White,AMD Ryzen 9 7950X,10799040,4992114,14399760,200000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",5,3,30390914
BUILD-04082,5,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,Gigabyte GAMING OC GeForce RTX 4090 24 GB,AMD Ryzen 7 9800X3D,10836000,4992114,71903760,300000,Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Render 3D hoặc cày game nặng với ngân sách CPU eo hẹp.,1,2,88031874
BUILD-13647,1,Z790,NVIDIA,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Asus TUF GAMING OC GeForce GTX 1650 SUPER 4GB GDDR6 Black,Intel Core i3-13100,3006000,6306466,10056000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập online, Giải trí lướt web xem phim, Chơi game eSports setting thấp.",2,2,19568466
BUILD-06027,4,Z790,NVIDIA,EVGA Z790 CLASSIFIED LGA1700 DDR5 EATX,Intel,EVGA,MSI GAMING TRIO GeForce RTX 4080 16GB GDDR6X Black,Intel Core i7-13700K,9367920,13725482,44399760,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Stream game.",4,1,67793162
