BuildID,GPU_Tier,Motherboard_Chipset,GPU_Brand,Motherboard_Model,CPU_Brand,Motherboard_Brand,GPU_Model,CPU_Model,Component_Price_CPU,Component_Price_Motherboard,Component_Price_GPU,Assembly_Fee,Build_Notes,CPU_Tier,Motherboard_Tier,Total_Price,Detailed_Purpose,Target_User,GPU_Quantity,CPU_Socket,Motherboard_Socket,Price_Confidence,Availability_Status,CPU_Segment,GPU_Segment,GPU_Class,GPU_VRAM_GB,Purpose_Code,Purpose_Category,Purpose_Level,Primary_Workload,Recommended_Resolution,Recommended_RAM_GB,Recommended_Storage,Recommended_PSU_W,AI_Model_Class,ISV_Certification_Need,Compatibility_Status,Balance_Status,Fact_Check_Status,Fact_Check_Notes,RAG_Keywords,Source_CPU_URL,Source_GPU_URL,Source_Motherboard_URL
BUILD-00011,Tích hợp,Z790,Intel,MSI Z790 MPG EDGE MONSTER HUNTER EDITION DDR5 ATX,Intel,MSI,Intel UHD Graphics 730,Intel Core i3-13100,3099000,6306466,0,200000,"Nhu cầu quốc dân (Tầm trung): Chơi mượt game thể thao điện tử (LoL, CS2, Valorant) 144Hz, Game AAA ở 1080p, Thiết kế PTS/AI, Biên tập video cơ bản. | Cân bằng: Cân bằng cho văn phòng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Phổ thông / văn phòng,Z790 / LGA1700,9605466,"Văn phòng – Cơ bản. Phù hợp: Word, Excel cơ bản, duyệt web, thư điện tử, học trực tuyến, POS và phần mềm bán hàng nhẹ. Giới hạn: Không phù hợp với kết xuất, dựng phim nặng hoặc trò chơi AAA. Khuyến nghị RAM 16GB, lưu trữ 500GB NVMe và bộ nguồn 350-450W. Đánh giá cân bằng: Cân bằng cho văn phòng.",Văn phòng — Cơ bản,1,LGA1700,LGA1700,Chưa xác định,Chưa xác định,Phổ thông / văn phòng,Tích hợp,Văn phòng / đa phương tiện,0,OFF-01,Văn phòng,Cơ bản,"Word, Excel cơ bản, duyệt web, thư điện tử, học trực tuyến, POS và phần mềm bán hàng nhẹ",1-2 màn hình 1080p,16,500GB NVMe,350-450,Không,Không cần,Tương thích,Cân bằng cho văn phòng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","OFF-01; Văn phòng; Cơ bản; Intel Core i3-13100; Intel UHD Graphics 730; Z790; LGA1700; LGA1700; Word, Excel cơ bản, duyệt web, thư điện tử, học trực tuyến, POS và phần mềm bán hàng nhẹ; Văn phòng / đa phương tiện; Cân bằng cho văn phòng; Tương thích",https://hacom.vn/cpu-intel-core-i3-13100,https://www.intel.com/content/www/us/en/products/details/processors.html,
BUILD-07275,Đỉnh cao,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce RTX 4090,AMD Ryzen 9 7950X,15399000,4992114,53999000,300000,"Nhu cầu tối thượng: Chơi game 4K mức thiết lập tối đa, Kết xuất 3D/Video 8K chuyên nghiệp, Huấn luyện AI/học sâu, Phát trực tiếp đa nền tảng. | Cân bằng: Cân bằng cho tác vụ chuyên nghiệp | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Đỉnh cao / máy trạm,B850 / AM5,74690114,"Sáng tạo nội dung – Kết xuất bằng GPU. Phù hợp: Kết xuất bằng Blender Cycles, Redshift và Octane. Giới hạn: Phần mềm kết xuất hoặc tiện ích bổ sung có thể chỉ tối ưu cho một hệ sinh thái. Khuyến nghị RAM 64-128GB, lưu trữ 2-4TB NVMe và bộ nguồn 1000-2000W. Đánh giá cân bằng: Cân bằng cho tác vụ chuyên nghiệp.",Sáng tạo nội dung — Kết xuất bằng GPU,1,AM5,AM5,Chưa xác định,Chưa xác định,Đỉnh cao / máy trạm,Đỉnh cao,Chơi game / sáng tạo nội dung / AI,24,CRE-06,Sáng tạo nội dung,Kết xuất bằng GPU,"Kết xuất bằng Blender Cycles, Redshift và Octane",Tác vụ kết xuất,64-128,2-4TB NVMe,1000-2000,Trung bình đến lớn,Tùy chọn,Tương thích,Cân bằng cho tác vụ chuyên nghiệp,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","CRE-06; Sáng tạo nội dung; Kết xuất bằng GPU; AMD Ryzen 9 7950X; NVIDIA GeForce RTX 4090; B850; AM5; AM5; Kết xuất bằng Blender Cycles, Redshift và Octane; Chơi game / sáng tạo nội dung / AI; Cân bằng cho tác vụ chuyên nghiệp; Tương thích",https://hacom.vn/cpu-amd-ryzen-9-7950x,https://hacom.vn/card-man-hinh-gigabyte-rtx-4090-gaming-oc-24gd,
BUILD-03292,Phổ thông,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,AMD Radeon RX 6500 XT,AMD Ryzen 7 9800X3D,13899000,4992114,4299000,200000,"Nhu cầu cơ bản: Làm việc văn phòng (Word, Excel), Học tập trực tuyến, Giải trí lướt web xem phim, Chơi game thể thao điện tử thiết lập thấp. | Cân bằng: Lệch mạnh về CPU | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng cao,B850 / AM5,23390114,"Chơi game – Thể thao điện tử 1080p. Phù hợp: Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p. Giới hạn: Trò chơi AAA mới có thể phải giảm mức thiết lập. Khuyến nghị RAM 16GB, lưu trữ 1TB NVMe và bộ nguồn 500-600W. Đánh giá cân bằng: Lệch mạnh về CPU.",Chơi game — Thể thao điện tử 1080p,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng cao,Phổ thông,Chơi game phổ thông,4,GAME-02,Chơi game,Thể thao điện tử 1080p,"Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p","1080p, khoảng 100-180 khung hình/giây tùy trò chơi",16,1TB NVMe,500-600,Không,Không cần,Tương thích,Lệch mạnh về CPU,CẦN KIỂM TRA,"Cấu hình lệch mạnh về CPU. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-02; Chơi game; Thể thao điện tử 1080p; AMD Ryzen 7 9800X3D; AMD Radeon RX 6500 XT; B850; AM5; AM5; Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p; Chơi game phổ thông; Lệch mạnh về CPU; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://www.amd.com/en/products/graphics/desktops/radeon/6000-series/amd-radeon-rx-6500-xt.html,
BUILD-08744,Cận cao cấp,X870,AMD,ASUS X870 MAX GAMING WIFI7 W DDR5 ATX,AMD,ASUS,AMD Radeon RX 7800 XT,AMD Ryzen 7 9800X3D,13899000,6990000,14399000,200000,"Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Tên mẫu bo mạch chủ chưa khớp rõ với sản phẩm ASUS chính thức; cần xác minh chính xác mã sản phẩm. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.",Hiệu năng cao,X870 / AM5,35488000,"Chơi game – AAA 1440p mức cao. Phù hợp: Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao. Giới hạn: Dò tia mức tối đa có thể cần công nghệ nâng độ phân giải hoặc tạo khung hình. Khuyến nghị RAM 32GB, lưu trữ 1-2TB NVMe và bộ nguồn 700-850W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — AAA 1440p mức cao,1,AM5,AM5,Thấp,Chưa xác định,Hiệu năng cao,Cận cao cấp,Chơi game / sáng tạo nội dung,16,GAME-05,Chơi game,AAA 1440p mức cao,"Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao","1440p, khoảng 80-165 khung hình/giây",32,1-2TB NVMe,700-850,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Tên mẫu bo mạch chủ chưa khớp rõ với sản phẩm ASUS chính thức; cần xác minh chính xác mã sản phẩm. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.","GAME-05; Chơi game; AAA 1440p mức cao; AMD Ryzen 7 9800X3D; AMD Radeon RX 7800 XT; X870; AM5; AM5; Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://www.amd.com/en/products/graphics/desktops/radeon/7000-series/amd-radeon-rx-7800-xt.html,https://www.asus.com/motherboards-components/motherboards/all-series/filter?Series=AMD-platform
BUILD-14809,Đỉnh cao,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce RTX 4090,AMD Ryzen 7 9800X3D,13899000,4992114,53999000,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Phát trực tiếp game. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng cao,B850 / AM5,73190114,"Chơi game – 4K tối đa và dò tia. Phù hợp: 4K mức tối đa, dò tia, dò đường đi ánh sáng và bản sửa đổi họa tiết nặng. Giới hạn: Giá, điện năng và nhiệt lượng rất cao; hiệu quả chi phí thấp. Khuyến nghị RAM 64GB, lưu trữ 2-4TB NVMe và bộ nguồn 1000-1200W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — 4K tối đa và dò tia,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng cao,Đỉnh cao,Chơi game / sáng tạo nội dung / AI,24,GAME-08,Chơi game,4K tối đa và dò tia,"4K mức tối đa, dò tia, dò đường đi ánh sáng và bản sửa đổi họa tiết nặng",4K mức tối đa,64,2-4TB NVMe,1000-1200,Suy luận quy mô nhỏ,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-08; Chơi game; 4K tối đa và dò tia; AMD Ryzen 7 9800X3D; NVIDIA GeForce RTX 4090; B850; AM5; AM5; 4K mức tối đa, dò tia, dò đường đi ánh sáng và bản sửa đổi họa tiết nặng; Chơi game / sáng tạo nội dung / AI; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://hacom.vn/card-man-hinh-gigabyte-rtx-4090-gaming-oc-24gd,
BUILD-03304,Cận cao cấp,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce RTX 4070,AMD Ryzen 5 7600X,5699000,4992114,18999000,200000,"Nhu cầu cận cao cấp: Chiến game AAA cực mượt ở 2K, Làm đồ họa 2D/3D bán chuyên nghiệp, Biên tập video 2K/4K. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng tầm trung,B850 / AM5,29890114,"Chơi game – AAA 1440p mức cao. Phù hợp: Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao. Giới hạn: Dò tia mức tối đa có thể cần công nghệ nâng độ phân giải hoặc tạo khung hình. Khuyến nghị RAM 32GB, lưu trữ 1-2TB NVMe và bộ nguồn 700-850W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — AAA 1440p mức cao,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng tầm trung,Cận cao cấp,Chơi game / sáng tạo nội dung,12,GAME-05,Chơi game,AAA 1440p mức cao,"Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao","1440p, khoảng 80-165 khung hình/giây",32,1-2TB NVMe,700-850,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-05; Chơi game; AAA 1440p mức cao; AMD Ryzen 5 7600X; NVIDIA GeForce RTX 4070; B850; AM5; AM5; Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-5-7600x-4.7-ghz-upto-5.3ghz-38mb-6-cores-12-threads-105w-socket-am5,https://hacom.vn/card-man-hinh-gigabyte-rtx-4070-gaming-oc-12gd,
BUILD-16179,Cao cấp,B850,NVIDIA,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,NVIDIA GeForce RTX 4080,AMD Ryzen 7 9800X3D,13899000,4992114,37399000,300000,"Nhu cầu đặc thù: Dồn toàn bộ ngân sách cho GPU để tối ưu Kết xuất 3D hoặc cày game nặng với ngân sách CPU eo hẹp. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng cao,B850 / AM5,56590114,"Chơi game – 4K mức cao. Phù hợp: Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa. Giới hạn: Không phải trò chơi nào cũng đạt 120 khung hình/giây ở độ phân giải gốc. Khuyến nghị RAM 32-64GB, lưu trữ 2TB NVMe và bộ nguồn 850-1000W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — 4K mức cao,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng cao,Cao cấp,Chơi game / sáng tạo nội dung,16,GAME-07,Chơi game,4K mức cao,"Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa","4K, khoảng 60-120 khung hình/giây tùy trò chơi",32-64,2TB NVMe,850-1000,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-07; Chơi game; 4K mức cao; AMD Ryzen 7 9800X3D; NVIDIA GeForce RTX 4080; B850; AM5; AM5; Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://hacom.vn/card-man-hinh-msi-rtx-4080-gaming-x-trio,
BUILD-04454,Phổ thông,B650,AMD,Biostar B650 MT AM5 DDR5 Micro ATX,AMD,Biostar,AMD Radeon RX 6500 XT,AMD Ryzen 5 7600X,5699000,4572965,4299000,200000,"Nhu cầu đa nhiệm làm việc: Viết lập trình, Chỉnh sửa ảnh, Mở hàng chục tab trình duyệt, Chơi game nhẹ nhàng (LoL, FO4). | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Thương hiệu bo mạch chủ đã được chuẩn hóa từ chưa xác định thành Biostar. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng tầm trung,B650 / AM5,14770965,"Chơi game – Thể thao điện tử 1080p. Phù hợp: Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p. Giới hạn: Trò chơi AAA mới có thể phải giảm mức thiết lập. Khuyến nghị RAM 16GB, lưu trữ 1TB NVMe và bộ nguồn 500-600W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — Thể thao điện tử 1080p,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng tầm trung,Phổ thông,Chơi game phổ thông,4,GAME-02,Chơi game,Thể thao điện tử 1080p,"Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p","1080p, khoảng 100-180 khung hình/giây tùy trò chơi",16,1TB NVMe,500-600,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Thương hiệu bo mạch chủ đã được chuẩn hóa từ chưa xác định thành Biostar. Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-02; Chơi game; Thể thao điện tử 1080p; AMD Ryzen 5 7600X; AMD Radeon RX 6500 XT; B650; AM5; AM5; Valorant, Liên Minh Huyền Thoại, Dota 2, CS2 và FC Online ở độ phân giải 1080p; Chơi game phổ thông; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-5-7600x-4.7-ghz-upto-5.3ghz-38mb-6-cores-12-threads-105w-socket-am5,https://www.amd.com/en/products/graphics/desktops/radeon/6000-series/amd-radeon-rx-6500-xt.html,
BUILD-12965,Cận cao cấp,B850,AMD,ASRock B850 Pro RS WiFi AM5 DDR5 ATX,AMD,ASRock,AMD Radeon RX 7800 XT,AMD Ryzen 7 9800X3D,13899000,5500000,14399000,200000,Nhu cầu đa dụng: Cân bằng tốt giữa các tác vụ làm việc hàng ngày và giải trí chơi game. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Đang bán / tồn kho hạn chế | Kiểm tra: Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.,Hiệu năng cao,B850 / AM5,33998000,"Chơi game – AAA 1440p mức cao. Phù hợp: Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao. Giới hạn: Dò tia mức tối đa có thể cần công nghệ nâng độ phân giải hoặc tạo khung hình. Khuyến nghị RAM 32GB, lưu trữ 1-2TB NVMe và bộ nguồn 700-850W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — AAA 1440p mức cao,1,AM5,AM5,Thấp,Đang bán / tồn kho hạn chế,Hiệu năng cao,Cận cao cấp,Chơi game / sáng tạo nội dung,16,GAME-05,Chơi game,AAA 1440p mức cao,"Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao","1440p, khoảng 80-165 khung hình/giây",32,1-2TB NVMe,700-850,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp.,"GAME-05; Chơi game; AAA 1440p mức cao; AMD Ryzen 7 9800X3D; AMD Radeon RX 7800 XT; B850; AM5; AM5; Trò chơi AAA ở 1440p mức cao, thể thao điện tử tần số quét cao và họa tiết chất lượng cao; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-7-9800x3d,https://www.amd.com/en/products/graphics/desktops/radeon/7000-series/amd-radeon-rx-7800-xt.html,https://www.asrock.com/mb/AMD/B850%20Pro%20RS%20WiFi/index.asp
BUILD-13780,Cao cấp,B850,AMD,MSI B850 PRO B850M-VC WIFI6E AM5 DDR5 Micro ATX,AMD,MSI,AMD Radeon RX 7900 XTX,AMD Ryzen 5 7600X,5699000,4992114,25999000,300000,"Nhu cầu cao cấp: Chơi game AAA ở 4K/2K, Dựng phim 4K mượt mà, Đồ họa kỹ thuật phức tạp (AutoCAD, Blender, Maya), Phát trực tiếp game. | Cân bằng: Tương đối cân bằng | Tương thích: Tương thích | Tình trạng hàng: Chưa xác định | Kiểm tra: Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.",Hiệu năng tầm trung,B850 / AM5,36990114,"Chơi game – 4K mức cao. Phù hợp: Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa. Giới hạn: Không phải trò chơi nào cũng đạt 120 khung hình/giây ở độ phân giải gốc. Khuyến nghị RAM 32-64GB, lưu trữ 2TB NVMe và bộ nguồn 850-1000W. Đánh giá cân bằng: Tương đối cân bằng.",Chơi game — 4K mức cao,1,AM5,AM5,Chưa xác định,Chưa xác định,Hiệu năng tầm trung,Cao cấp,Chơi game / sáng tạo nội dung,24,GAME-07,Chơi game,4K mức cao,"Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa","4K, khoảng 60-120 khung hình/giây tùy trò chơi",32-64,2TB NVMe,850-1000,Không,Không cần,Tương thích,Tương đối cân bằng,CẦN KIỂM TRA,"Một hoặc nhiều linh kiện thuộc đời cũ, đã ngừng kinh doanh hoặc cần xác minh tình trạng hàng. Ít nhất một mức giá là giá ước tính hoặc có độ tin cậy thấp. Chưa có giá CPU hoặc bo mạch chủ hiện tại được xác minh.","GAME-07; Chơi game; 4K mức cao; AMD Ryzen 5 7600X; AMD Radeon RX 7900 XTX; B850; AM5; AM5; Trò chơi AAA ở 4K mức cao, họa tiết lớn và dò tia mức vừa; Chơi game / sáng tạo nội dung; Tương đối cân bằng; Tương thích",https://hacom.vn/cpu-amd-ryzen-5-7600x-4.7-ghz-upto-5.3ghz-38mb-6-cores-12-threads-105w-socket-am5,https://www.amd.com/en/products/graphics/desktops/radeon/7000-series/amd-radeon-rx-7900-xtx.html,
